,ID,Feed,Sentiment,word_count,char_count,avg_char_per_word,stopwords
418,419,اللهم تجعل لحب الدنيا سلطانا علي قلبي اجعل حبك قلبي سلطانا,1,11,58,4.0,0
1537,1538,نجد اصحاب السوء يحضرون بقوه لان هولاء يحظروالي تشجيع اناس حولهم,0,11,63,4.0,0
630,631,بكتب اوراق الشجر يقول موهبتي وانا صغير الله يسامح اللي كاذب,0,11,59,4.0,0
925,926,الفل الورد شيخ سلمان عطر الله صباحك بذكره شكره حسن عبادته,1,11,57,4.0,0
1044,1045,غباء غباء لان الحركه صارت يعني قلدنه البرنامج وبعد التصرفات اوووف,0,11,65,5.0,0
43,44,اذا غلبك امر وعجزت التعامل معه فكرر حي قيوم برحمتك استغيث,1,11,57,4.0,0
1236,1237,لازم اخر توصل اليه العقل البشري غباء اخوكم حمزه اللهواني الاردن,0,11,63,4.0,0
279,280,الله يجعل ابوك وامك اهل النار اذا بتعيد هالحركه مره ثانيه,0,11,57,4.0,0
197,198,الدين عباره اخلاق وحسن التعامل الناس وتهذيب النفس يكون مجموعه العبادات,1,11,70,5.0,0
1039,1040,عيب عليكوا تقارنوا وحده زي دي بالمصحف الي هوا كلام ربنا,0,11,55,4.0,0
1345,1346,ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الراءع الحوار,1,11,61,4.0,0
810,811,رضيت بالله ربا وبالاسلام دينا وبمحمد صلي الله وسلم نبيا ورسولا,1,11,62,4.0,0
149,150,التطبيقات قليله بالمتجر ولازال امام مايكروسوفت عمل طويل للتغلب علي المشكله,0,11,74,5.0,0
610,611,اللي قاهرني اللي ينطقون حرف الراء التغ جدهم جايين يبون يغنون,0,11,60,4.0,0
1223,1224,هديله بالشوز زي الصعيدي الي يكرمه الي ضربه بالشبشب ناقصه حراميه,0,11,63,4.0,0
1199,1200,تحاول لفت انتباه احد ان تكن ملفت بالفطره ستبدو احمقا بالتظاهر,0,11,61,4.0,0
1198,1199,تتهاون بحجاب زوجتك فهناك رجال الطرقات قلوبهم مرض يتمتعون بالنظر لنساء,0,11,69,5.0,0
824,825,سابقي راءعا معك الي النهايه ان بقيتي راءعه معي الي النهايه,1,11,58,4.0,0
1609,1610,والله مش طبيعي حرام الله تنتشر السرقه النهب خرب الامان النشور,0,11,61,4.0,0
305,306,الله يلعنكم اولاد الحرام الفن اهله وناسه يحتاج مسابقه زبي تفو,0,11,61,4.0,0
468,469,اليك ربي قلبا يستعن بسواك ياوي اليك لترضي ويهتدي بهداك,1,10,54,4.0,0
979,980,صوته مره منبح احسه تعبان زبدوله مابقي الا يطلع شوي,0,10,50,4.0,0
315,316,اللهم اجعل سريرتي خير علي نيتي اجعل علي نيتي صالحه,1,10,50,4.0,0
1230,1231,يعني الغبي يدري انه كاتب اسمها بالورقه مايبيلها ذكاء تري,0,10,56,4.0,0
1774,1775,يضحكون شاففوا انفسهم قلنا غنوا جابوا الععيد فالحين الظرافهه الشيبان,0,10,67,5.0,0
198,199,الدين بالمظاهر الدين المعامله حياء وادب واحترام وانتقاء للالفاض الطيبه,1,10,70,6.0,0
233,234,القلب يءمن بالله يياس ابدا لانه يسير النور واﻷمل والحياه,1,10,56,4.0,0
1536,1537,الي بيسعوا للغناء ده طبعا الاشتغالات والافلام الهندي الي شفنها,0,10,62,5.0,0
60,61,استاذ غاوي غاوي اذا كنت غاوي المسخره روح اشتغل كراكوز,0,10,53,4.0,0
313,314,اللهم ابعد عني شهوات الدنيا وقربني منك واغفر ولكل المومنين,1,10,58,4.0,0
1149,1150,شء حب الله تهون وحب ربنا اقوي بكتير اي حاجه,1,10,43,3.0,0
409,410,اللهم زينا بالخلق الحسن ارزقنا الامانه نظافه القلب اللسان امين,1,10,62,5.0,0
521,522,انا اغيب الا اذا كرهت اني ابقي راجع افعالك حاجه,0,10,47,3.0,0
1069,1070,فعلا البت جده تحتاج ليه الانسان الصادق البستاهل تضحي عشان,1,10,57,4.0,0
692,693,جميله اوي اوي اوي يارب الكل يحس معني الكلام ده,1,10,46,3.0,0
1154,1155,كلام بليغ اللهم ارزقنا الزوج الصالح يعرف معني رفقا بالقوارير,1,10,60,5.0,0
1766,1767,يجيز ارضاع شرق اسيا كلها قياده المراه للسياره فسق وفجور,0,10,55,4.0,0
1363,1364,متي يجي عام 2050 عشان ادخل رجلي الشاشه واحطها بفمك,0,10,50,4.0,0
1278,1279,حد جماعه يعرف طبيب اذن يدلني شكلي هارميهم خلاص باظو,0,10,51,4.0,0
1665,1666,منطلق المسءوليه التاريخيه للهاشميين المقدسات ياتي اهتمام الهاشميين بالقدس ومقدساتها,1,10,83,7.0,0
1473,1474,احسنت واجبه علي مسلم وحق لكل مسلم فتح الله عليكم,1,10,48,3.0,0
1225,1226,والله ماهم اللي مسخره انا اللي مسخره اللي تفرجت عليهم,0,10,53,4.0,0
1414,1415,المدرب مرورا بالمدافعين والوسط الي المهاجمين كلهم كانوا اسوء حالاتهم,0,10,68,5.0,0
1089,1090,خطبه وحده رفض شيخ اخواني النووي الاردني مدح النووي الايراني,0,10,59,5.0,0
960,961,صح كلامك احلي حكمه محد يبقي للنهايه رغم اتفاق الطرفين,1,10,53,4.0,0
1284,1285,يبطلو سرقه بهالخزينه الله الشعب ليعيش لكو ارحمونا حرام عليكم,0,10,60,5.0,0
1362,1363,متي رح نشوف صحفيين يكشفوا فضاءح الفساد يخافوا اي جهه,0,10,52,4.0,0
1351,1352,مالك دين الكلاب الضاله الا اقولك مومسات عاهرات المراقص عندكن,0,10,60,5.0,0
832,833,الله بحمده عدد خلقه رضي نفسه زنه عرشه مداد كلماته,1,10,49,4.0,0
1755,1756,ياريت حدا عم يواسي السوريين بغربتهن للاسف باب جديد للعرب,1,10,56,4.0,0
1784,1785,يعني اختار الا الاغنيه اللي اغلب احرفها الحرف اللي يقرط,0,10,55,4.0,0
731,732,حلونفس العرطه سمعناها 4سنينطيب تصرف وسوبديلك اشي يرفع اقتصاد البلد,0,10,66,5.0,0
859,860,سنبقي نذكر دوله الشهيد وصفي التل رءيسا للوزراء حبيبا للفقراء,0,10,60,5.0,0
1704,1705,رب خير الرازقين ارزق اهل سوريا المسلمين النصر الثبات التقوي,1,10,59,5.0,0
732,733,حلوه اوي الحمله دي وربنا يارب يكرمك وكل الي بيتبرعو,1,10,51,4.0,0
78,79,اصبحنا اصبح الملك لله اللهم الحمد احييتنا متنا اليك النشور,1,10,58,4.0,0
1689,1690,تري الحكومه بدها تزيد دعم المواطن الي الله يكون عونه,0,10,52,4.0,0
1786,1787,يعني يجبون يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج,0,10,65,5.0,0
1258,1259,لكل مجتهد نصيب لديه هدف ويثابر حتما امر الله يصل,1,10,48,3.0,0
1066,1067,فضحتونا وين نحنا بال 48 عنا برامج هيك تافها ومخمج,0,10,49,4.0,0
337,338,اللهم ارزقنا العمل الصالح الذريه الصالحه ارزقنا الله حسن الخاتمه,1,10,64,5.0,0
376,377,اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك,1,10,54,4.0,0
283,284,الله يخلف علينا يقال فقر اكثر الجهل غني افضل العقل,0,10,50,4.0,0
360,361,اللهم اعنا علي انفسنا اجعلنا نري الدنيا صغيره الاخره كبير,1,10,57,4.0,0
284,285,الله يرحم هلبلاد الحراميه والمتسلقين علي قوت الشعب الله ياشعبنا,1,10,63,5.0,0
331,332,اللهم ارزق ابناء المسلمين زوجات صالحات وبنات المسلمين ازواج صالحين,1,10,66,5.0,0
1685,1686,الله استجب دعاءي يالله مادكيت بابك يوم ورحعتني خاليه الوفاض,1,10,59,5.0,0
625,626,الاصدقاء يشبهون المطر قدرتهم علي تعديل المزاج هءلاء احتاجهم بقربي,1,10,65,5.0,0
808,809,رح اجتهد باني اكون حلوه يوم عرسي مش اكون القرده,0,10,47,3.0,0
1058,1059,فانا اناشد الحكومه الاردنيه بالافراج اسري السلفيين التوحيدين الموجودين سجونهم,0,10,77,6.0,0
111,112,اكاديمي اللي خلفت عاهات للفن المعاق حاليا فيزيدون الطين بله,0,10,59,5.0,0
1441,1442,مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق,0,10,49,4.0,0
329,330,اللهم احينا وامتنا علي الاسلام وعلي كلمه اله الا الله,1,10,53,4.0,0
1508,1509,انا واغني وانا بالحمام وانتوا بكرامه صوتي احلا العاهات هذيل,0,10,59,5.0,0
556,557,اهل العقول براحه ام نسيانك يابو نسيان صعب والله صعب,0,10,51,4.0,0
1753,1754,يارب يقدرنا علي ادخال المياه النظيفه لكل بيت محتاجه المياه,1,10,58,4.0,0
1507,1508,اللي بالنص لجنه الحكم مفكر نفسو وديع الصافي شقفه علاك,0,10,53,4.0,0
526,527,انا معك بان دين الاسلام لكل الناس وفي زمان ومكان,1,10,48,3.0,0
878,879,شكرا لجميل اثراءك المعرفي كلامك وسلاستك ايصال المعلومه جميله للغايه,1,10,67,5.0,0
1342,1343,مات القريه قردا فاسترحنا اذاه الملعون عجوزا فاق الخرف اباه,0,10,58,4.0,0
543,544,انشاء الله نكون راضين بقضاء الله لكننا نرجو الله اللطف,1,10,54,4.0,0
913,914,الخير ياشيخ كلماتك داءما تشعرني بالامان والسكينه والرضي كتب الله,1,10,64,5.0,0
528,529,انت تستحي تقارن القران بوحده ساقطه انعل ابوك ابو الملحد,0,10,55,4.0,0
374,375,اللهم ان رزقي بعيدا فقربه ان قريبا فيسره وان فبارك,1,10,50,4.0,0
147,148,البيت اللي فرح سعاده دايما بكون متفاءل سعيد بحاضره مستقبله,1,10,58,4.0,0
1590,1591,والله حرام تكاليف زواج ومهر واخرتها طلاق بسبب شي تافهه,0,10,54,4.0,0
348,349,اللهم ارنا الحق ارزقنا اتباعه ارنا الباطل باطلا ارزقنا اجتنابه,1,10,62,5.0,0
802,803,ربي ارزقني حلو الحياه جمال الحظ سعه الرزق راحه البال,1,10,52,4.0,0
767,768,رب فعل صغير يستعظمه غيرك خاصه ان كنت تمثل الاسلام,1,10,49,4.0,0
1094,1095,قرد زاني ابن حرام انقلع قبح الله صورتك ياخنزير,0,9,46,4.0,0
1026,1027,عمل السريره العمل الخالص لله اللهم ارزقنا عمل السريره,1,9,53,5.0,0
172,173,الحمد لله الحمد لله الحمد لله شاكرا ففضلك ربي,1,9,45,4.0,0
1612,1613,والله نفسي الواحد بيجي فترات ينسي يعمل ايه بجد,1,9,46,4.0,0
1296,1297,ليش محشورين علي خلصت الطاولات مالقو الا الطاوله الخايسه,0,9,55,5.0,0
1602,1603,والله قررات دلواتي مصطفي انا عاز رايك حاجات كتير,1,9,48,4.0,0
1589,1590,والله حرام الناس مش لاقيه توكل حتي ترفعو البنزين,0,9,48,4.0,0
87,88,اضحك امام الناس لتسرهم تجبر خواطرهم فتبسمك وجوههم صدقه,1,9,54,5.0,0
1357,1358,مت عليهم حيطه هالانذال اصحاب الاجندات الخاصه الخارجيه العميله,0,9,61,5.0,0
1595,1596,والله شككني البرنامج انه سوبر ستار او برنامج كوميدي,0,9,51,4.0,0
1106,1107,قصه حقيقيه راءعه عبره لكل زوج وزوجه الموده والرحمه,1,9,50,4.0,0
1561,1562,وادم علينا يارب نعمه الامن والامان وساءر بلاد المسلمين,0,9,54,5.0,0
1734,1735,يارب ارزق العزيمه لاتخاذ القرار ويا رب اخلفنا خيرا,1,9,50,4.0,0
956,957,صبحكم الله ياهل الطيب بالخير يسعد ضحاكم الظهر العشيه,1,9,52,4.0,0
217,218,العجوز والرجال الي بجنبه بله واغبياء وانهم يثبطون الواحد,0,9,56,5.0,0
524,525,انا مش مسءول الحراميه يتفنجرو بمصاري البلد انا اشحد,0,9,51,4.0,0
490,491,ان شاء الله يتقبل الله صلاتنا يزيد صلاتنا الخشوع,1,9,48,4.0,0
180,181,الحمد لله علي نعمه العقل سعه الفهم نضوج الفكر,1,9,45,4.0,0
1004,1005,عاهات وعهد الله عاهات ايه اللي خلاهم يغنو دول,0,9,45,4.0,0
984,985,ضع امنياتكم سجده انساها وتاكد ان الله ينساها ابدا,1,9,49,4.0,0
195,196,الدعوه مش بالكلام ممكن نكون دعاه باخلاقنا اسلوبنا تعاملنا,1,9,57,5.0,0
89,90,اضحك وفرفش بحب واداب اعرف حدود المزح واعرف محله,1,9,47,4.0,0
1731,1732,يارب اجمع امتك علي دينك يارب وشت اعداء الدين,1,9,44,4.0,0
1738,1739,يارب انت المستعان فاعنا واهدنا يارب الكون اجمع استجب,1,9,52,4.0,0
1072,1073,فعلا الله يجزيك الخير دكتور والله يثبتنا علي ديننا,1,9,50,4.0,0
1640,1641,وش فيك معصب خلاص بعطيك اللايك الي جاني خخخ,0,9,42,3.0,0
1346,1347,ماشي هسا انا صرت وله طيب حدا بيشبهك كتتير,0,9,41,3.0,0
1384,1385,مش عارف اهلهم سمحولهم يقدمو البرنامج هادول شغل بطون,0,9,51,4.0,0
492,493,انا ابو عدوله قدامي صدق اني العن ابو جابه,0,9,41,3.0,0
968,969,صدقت والله انت تريد وانا اريد والله يفعل يريد,1,9,45,4.0,0
226,227,الف مبروك تخرج ابناء الظفير الكليه العسكريه الملكيه الاردن,1,9,58,5.0,0
500,501,انا انصح انسان ان لايكذب لان الكذب مداه قصير,1,9,44,4.0,0
244,245,الله اكبر ولله الحمد مصر بخير ناس كتير طيبين,1,9,44,4.0,0
624,625,بعرف حكايات مليانه عاهات مثلكم مجانين صيدات جورج وسوف,0,9,53,5.0,0
498,499,انا الوحيده الي احس طعم الببسي كنه حديد مصدي,0,9,44,4.0,0
1564,1565,واضح جدا ان اغلب الناس هاي عندها مشاكل نفسيه,0,9,44,4.0,0
494,495,انا اخدت قرار وبعدت معصيه لله وقدرت وربي وفقني,1,9,46,4.0,0
1087,1088,ناس كتير ربنا كرمهم بنعمه الاسلام ولكنها تدرك قيمتها,1,9,52,4.0,0
655,656,ترتيب ونظام منقطع النظير احدي مدارس الاناث بقطاع غزه,1,9,52,4.0,0
1031,1032,عنجد بخزي شو هاد علي حساب ازياء طلع باله,0,9,40,3.0,0
108,109,اقسم بالله قرف المريض نفسيا للابد يبقي مريض نفسيا,0,9,49,4.0,0
742,743,خراي علي احسن علوي ومحب لهاجحش خربت سوريه ياكلب,0,9,47,4.0,0
1493,1494,هات ناس تفهم والمثل بحكي اسال مجرب تسال خبيير,0,9,45,4.0,0
1188,1189,كنت اخادع الحياه اعيش اريد الحياه خدعتني عشت تريد,1,9,49,4.0,0
1752,1753,يارب يتقبل منا والله العقل مو فاضي والقلب مكسور,1,9,47,4.0,0
152,153,الثقه بالله النفس ويارب اجعلنا يغير الناس الي ترضيه,1,9,51,4.0,0
371,372,اللهم اكفني بحلالك حرامك واغنني بفضلك عمن سواك رب,1,9,49,4.0,0
1,2,الحلو انكم بتحكوا علي اساس انو الاردن فساد سرقات,0,9,48,4.0,0
157,158,الحب الحقيقي عمله نادره فعلا نعمه كبيره الله عزوجل,1,9,50,4.0,0
1676,1677,وين القناه التافه الي تعرض هذول المعاتيه صحيح انحطاط,0,9,52,4.0,0
752,753,دار الزمن وصار الوسط الفني كله العاهات ووضحكو علينا,0,9,51,4.0,0
746,747,خفي علينا حجه بلا مانسمع صوتك الناعم ويصيبنا صرع,0,9,48,4.0,0
1151,1152,حرامي بهمو مصلحه المسكين المواطن الي بشتغل 14ساعه 6دنانير,0,9,57,5.0,0
1671,1672,وهاد اللي بخبص حكي ملوش معنا ابن مين هاد,0,9,40,3.0,0
1148,1149,شخص فينا بيتمني الخشوع صلاته رب يتقبل صلاتنا صيامنا,1,9,51,4.0,0
1783,1784,يعني عايزين يبعوه بلغوني القرف هاض يع يع يع,0,9,43,3.0,0
1146,1147,النسخ العربيه والاجنبه كله تمثيل تمثيل مسخره وعقول تاقهه,0,9,56,5.0,0
14,15,اجل الاخير واضح انو بيمثل وتمثيلو خام والا معو,0,9,46,4.0,0
352,353,اللهم اسمعنا خير اليوم بعده افتح ابواب رزقك رحمتك,1,9,49,4.0,0
1457,1458,نتفق معك ان الرجال يعرفون بالحق يعرف الحق بالرجال,0,9,49,4.0,0
1217,1218,محاله اول شيء يحدث عودته للمغرب سيتم اغتصابه كالعاهره,0,9,53,5.0,0
127,128,الاخلاص اللهم انا نسالك الاخلاص القول العمل السر العلن,1,9,54,5.0,0
840,841,سبحانه يهدي يشاء اله الا الله محمد رسول الله,1,9,44,4.0,0
300,301,الله يكون عون الفقير الطبقه المتوسط تنحدر اكثر اكثر,0,9,51,4.0,0
1467,1468,نسال الله تعالي ان تكون بحق ارحنا بلال ارحنا,1,9,44,4.0,0
858,859,سنبقي داءما معا نشاطر بعضنا البعض مر الحياه وحلوها,1,9,50,4.0,0
312,313,الله يوفقكم والله يجعلكم تفوزون كلكم معنا قولوا امين,1,9,52,4.0,0
1706,1707,ربي شو هالولد الله مجنون مبيستحييش متاكدين انو مغربي,0,9,52,4.0,0
872,873,شعب يحركه الظلم التعدي علي كرامته شعب يستحق الحياه,0,9,50,4.0,0
1239,1240,لالا اغلبهم داريين يقولها استعباط ورفع ضعط خذها مني,0,9,51,4.0,0
146,147,البنزين يجي السعوديه باقل الاسعار الحكومه عندنا تدبل سعره,0,9,57,5.0,0
866,867,شباب صايع مو ملاقي ياكل مخه فاضي متخلف عقليا,0,9,44,4.0,0
1208,1209,حول قوه الا بالله اذا اخذ اوهب اسقط اوجب,0,9,40,3.0,0
1197,1198,بقلو بيضه حكي فارط الاردنيه حد بيطلع معنا براس,0,9,46,4.0,0
344,345,اللهم ارزقني حبك حب احبك حب عمل يقربني لحبك,1,9,43,3.0,0
1538,1539,هههه انا ناحيتي هاظ الانسان الي قاعد بلنص اقرف,0,9,46,4.0,0
590,591,بالمناسبه انا مءدب جدا احتسي الكحول ابحث علاقات مشبوه,1,9,53,5.0,0
449,450,المنتخب الايطالي عقيم هجوميا ماكان منتخب يخشي هجومه المنتخبات,0,9,61,5.0,0
741,742,خت قرار كتير وبرجع تاني بحاول اتغير ومش عرفه,1,9,44,4.0,0
728,729,حلو الشخص يكون عنده هدف يشتغل الدراسه شء ضروري,1,9,46,4.0,0
1553,1554,دابه الارض طاءر يطير بجناحيه الا علي الله رزقه,1,9,46,4.0,0
162,163,الحق مش علي لجنه التحكيم الحق علي الاغبيه المشتركين,0,9,51,4.0,0
1546,1547,فلسطين راحت قليل ولاد المخنثه لعنه الله عليكم فظحتونا,0,9,53,5.0,0
463,464,الي اعتصام مفتوح ميدان تحرير للتخلص قوي الفساد الافساد,0,9,54,5.0,0
49,50,اذا مرتك بتعمل هيك ادمن تفكر الرجال مثلك تفي,0,9,44,4.0,0
1541,1542,حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف,0,9,42,3.0,0
42,43,اذا شعرت بشيء حالات الاحباط والملل فجرب العمل التطوعي,1,9,53,5.0,0
164,165,الحكومه قاعده بتخبص رايحين يدمروا البلد الله ينتقم منهم,0,9,55,5.0,0
697,698,حبيبي شرلبوني يموت شرلبونا انا مدريدي ماني مغير لعيونه,0,9,54,5.0,0
1120,1121,قول يارب ادعي كتير انك تكره المعصيه وربنا كريم,1,9,46,4.0,0
1540,1541,رحيم بكل شيء الكون الخالق فلابد ان يرزق مخلوقاته,1,9,48,4.0,0
1139,1140,كرهت كلمه نازح لاجء ازمه وضع توره تاريخ جغرافيا,0,9,47,4.0,0
443,444,المشاركين بينو للناس انه اللي قايمين علي البرنامج حمير,0,9,54,5.0,0
444,445,المشكله ناس تقنع حالها انه جورج وسوف علاقه بالاغاني,0,9,51,4.0,0
160,161,الحريه غاليه تجدها متسول اخواني ساذج لايملك منطق ولافكر,0,9,55,5.0,0
739,740,خبر عاجل يمنع لجميع المجانين التقدم الي سوبر ستار,0,9,49,4.0,0
718,719,حظ ينعم بمحبه الصغار الكبار لان محبتهم صادقه القلب,1,9,50,4.0,0
817,818,روعه الاشياء تبقي رواءحها بقي اصحابها ام انصرفوا,1,8,48,5.0,0
1762,1763,يجب علي الحكومه العوده بالتوقيت الي الساعه الثالثه,0,8,50,5.0,0
1552,1553,تربت علي كتوفنا تشحننا بالتفاءل ايضا صباحك اسعد,1,8,47,5.0,0
1743,1744,يارب ثبتنا اخذ القرار لان ده الاهم الاصعب,1,8,41,4.0,0
865,866,شاهد تحرش جماعي بسيده تحمل طفلها علي كورنيش,0,8,43,4.0,0
1596,1597,والله شوي وتجيني جلطه ماطلعت الاولي ذيك المره,0,8,45,4.0,0
1404,1405,مقال راءع والله يهدي البنات يارب ويرجعهم للصواب,1,8,47,5.0,0
1741,1742,يارب تهدينا الي الصراط المستقيم يارب تقبل منا,1,8,45,4.0,0
121,122,اكيد عندك ناس بتفهم ووفي ناس الاجانب بتفهم,0,8,42,4.0,0
665,666,تفه وع شكلك اول نشهرت طلقت زوجها خنزيره,0,8,39,4.0,0
684,685,جزاك الله خير بسمه امل راءعه وشيقه جد,1,8,37,3.0,0
1359,1360,متسمم فكره الولد وصارت حالته صعبه حنين انت,0,8,42,4.0,0
591,592,بتخافي حد ياخد مكانك انك مالكيش مكان اصلا,0,8,41,4.0,0
137,138,الاعتداءات علي المعلمين والاطباء جراءم تقبل اي تبرير,0,8,52,5.0,0
1764,1765,يجب علي مسلم الاعتزاز بدينه الامور صغيرها كبيرها,1,8,48,5.0,0
695,696,حالات مرضيه نفسيه مستعصيه يستطيع شفاءها العلم الفن,0,8,50,5.0,0
841,842,ستجد مساعده الله وعونه عندما تكن النيه صادقه,1,8,44,4.0,0
951,952,صباحكم ضحكه قلب يملاه الرضي اضحك ياحبيب الملايين,1,8,48,5.0,0
1393,1394,مرور والوقت وزياده الالتزامات والمسءوليات تنسي كنت تستمع,0,8,56,6.0,0
1364,1365,مثال جميل جدا عبره لكل يحمل رساله الاسلام,1,8,41,4.0,0
200,201,الراجل الابس ثوب جاكيت شكله مسطول جنوب السودان,0,8,46,4.0,0
124,125,الا لعنه الله علي الشيعه الي يوم الدين,0,8,38,3.0,0
837,838,الله مواقف معني قيمه فعلا تعلم شاء الله,1,8,39,4.0,0
700,701,حتي نعرف نحل مشكله المجاري بعدين منعمل مفاعلات,0,8,46,4.0,0
142,143,البرنامج الي سوبر ستار الي يقلده دم ثقيل,0,8,40,4.0,0
715,716,حسبي الله الوكيل ظالم مفتري الله يعين الشعب,0,8,43,4.0,0
122,123,اكيد ماحدا بيقدر يارب اعن الفقراء واعنا مساعدتهم,1,8,48,5.0,0
887,888,شو بالا دانيا المشكله مش عارفه تكتب هعهعه,0,8,41,4.0,0
800,801,ربنايقويك اتشجعي وخوذي قرار وخلي الصحبه الصلحه جنبيك,1,8,52,5.0,0
1520,1521,البرامج اللي تخلف العاهات للفن الهابط فن اليومين,0,8,48,5.0,0
178,179,الحمد لله علي نعمه الاسلام وكفي يها نعمه,1,8,40,4.0,0
1539,1540,بن وسخه ادمان وبالذات متابع اخبار وحاجات يوميه,0,8,46,4.0,0
181,182,الحمد لله اري ناس اسلموا تعم الفرحه قلبي,1,8,40,4.0,0
1575,1576,والله الواحد بيدعي ان ربنا يجعلنا طريق مستقيم,1,8,45,4.0,0
183,184,الحمد لله نامل الله ان يمن علينا بالهدايه,1,8,41,4.0,0
656,657,تركنا شء اجل رضا الله اللهم ارضي عنا,1,8,36,3.0,0
1389,1390,مشان الله حد يعمله هوشه بدنا نعطللنا شوي,0,8,40,4.0,0
185,186,الحمدلله زادت ثقافتي لكثير الاشياء وتنوعت المفاهيم لدي,1,8,54,5.0,0
963,964,صحح الخبر مش تحرير المشتقات النفطيه انما توليعها,0,8,48,5.0,0
753,754,داءما تبعث النشاط الحيويه النفوس اسعد الله صباحك,1,8,48,5.0,0
918,919,الدرب للجنه بلبل شادي بفنه ريحه الياس الحنه,1,8,43,4.0,0
757,758,دعواتك شيخ سلمان بالتوفيق الفلاح الظفر حسن الخاتمه,1,8,50,5.0,0
293,294,الله يشافيك يعافيك داء وهامه اخي سيد الوكيل,1,8,43,4.0,0
1757,1758,يالا هون كس امك انت بلاش قرف وساخه,0,8,34,3.0,0
721,722,حفظ سور جديده تسميعها الصلاه يساعد علي التركيز,1,8,46,4.0,0
94,95,اعطيه علي راسي هدا الصح ياحاجه الله اكبر,0,8,40,4.0,0
902,903,صادقه وفنانه الزمن الجميل والفن اخلاق واحساسها يدرس,1,8,51,5.0,0
647,648,تبتنا ياربن علي دكرك وشكرك حسن الخشوع صلاتك,1,8,43,4.0,0
646,647,تبارك الرحمن اللهم زد فينا وبارك يارحم الرحمين,1,8,46,4.0,0
898,899,شو يعني بدك ايانا نحكي وراكي مش حلوه,0,8,36,3.0,0
776,777,ربنا يبارك يكون قدوه للجميع المسلمين انحاء العالم,1,8,49,5.0,0
1445,1446,مين اللي ضاحك عليهم وقايل ان اصواتهم حلوه,0,8,41,4.0,0
1371,1372,مخالفات السير اصبحت تشكل عبء اقتصادي علي المواطن,0,8,48,5.0,0
154,155,الجنه اقدام الامهات اللهم اجعل امهاتنا نساء الجنه,1,8,49,5.0,0
1588,1589,والله ثقف نفسك ده بيقول كلام زي الفل,1,8,36,3.0,0
1499,1500,هاكدا دين المحبه الصحيح للاسف الكثيرين يتبنوه يشتهون,1,8,52,5.0,0
1548,1549,اذا فادنا بشي رح يكون خساره كبيره بالاخر,0,8,40,4.0,0
1370,1371,محظوظه الفتاه سانقل ملابسي غساله امي الي غسالتها,1,8,48,5.0,0
1395,1396,معايا زميل زميل يلعن المسخره كلهم مايستحون ذووولي,0,8,49,5.0,0
847,848,سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا,0,8,42,4.0,0
1019,1020,علي الاقل رجل وفي لامراه احبها وهذا يسعدني,1,8,42,4.0,0
518,519,انا لاحظت اللبنانيين انهم ماعندهم روح الكوميديا نهاءيا,0,8,54,5.0,0
505,506,انا حاسه انه قلبي مليان وعامر بنور الله,1,8,39,4.0,0
507,508,انا دايما فرحان مش ساءل بالدنيا الحمد لله,1,8,41,4.0,0
23,24,احسنوا الظن وثقوا الله وتوكلوا تفسد عقلك بالتشاءم,1,8,49,5.0,0
1172,1173,كلمات راءعه حلوه احلي ان يكونو النهايه راءعون,1,8,45,4.0,0
1711,1712,سلام احلي ان يواسي المسلم اخاه اخلاق الاسلام,1,8,44,4.0,0
1180,1181,ثقيله علي لسانك فراءحه الدجل والنفاق بنظرات عيونك,0,8,49,5.0,0
515,516,انا فعلا مءمن بالفكره دي جدا وبحاول انفذها,1,8,42,4.0,0
1684,1685,الله ارحم عبدك الفقير المسكين وجميع المسلمين والمسلمات,1,8,54,5.0,0
519,520,انا لله انا اليه راجعون الله يستر هالبلد,0,8,40,4.0,0
502,503,انا بدات اتحرك شاركت بفكره ستغير الكثير واقعن,1,8,45,4.0,0
1126,1127,نفسي اكون شخص بارد يتقبل اي حاجه يتاثر,0,8,38,3.0,0
523,524,انا متشاءم رح اضل متشاءم حتي ينزلوا البنزين,0,8,43,4.0,0
532,533,انت عنجد قليل ادب الله يموت الي امثالك,0,8,38,3.0,0
1251,1252,الافضل اسلوبي ساظل داءما اتقبل راي الناقد الحاسد,1,8,48,5.0,0
364,365,اللهم اغفر انا كنا ظالمين ادخلنا الجنه سالمين,1,8,45,4.0,0
1190,1191,كيد النساء مكر الرجال خلقت حواء بكيد عظيم,0,8,41,4.0,0
539,540,انتو كلاب ازي تسو المصحف كلابه زي ده,0,8,36,3.0,0
354,355,اللهم اصلح حالنا وشاننا كله واجمع خير الامور,1,8,44,4.0,0
238,239,الله احفظ احبابي اصدقاءي الحسد الكيد الفتنه العين,1,8,49,5.0,0
1085,1086,فهم ادري واخبر وبل اكثر انكارا للشيعه وامثالهم,0,8,46,4.0,0
349,350,اللهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب,0,8,43,4.0,0
1782,1783,يعني جامعات الاردن عندهم نظام احنا عنا خرا,0,8,42,4.0,0
